Text,Rating,Tanggal,Username,Label Sentimen
"I love this game, but please add bahasa Indonesia",5,2024-11-04 12:18:03,Pengguna Google,positif
good,5,2024-11-04 11:05:54,Pengguna Google,positif
tolong down fpsnya di perbaikilah,5,2024-11-04 10:41:48,Pengguna Google,positif
"Game nya bagus, tambahkan fitur b indo supaya saya ga skip ceritanya",5,2024-11-04 09:20:35,Pengguna Google,positif
PS platform when?,5,2024-11-04 07:35:14,Pengguna Google,positif
"Kemajuan updatenya cepet sekali, saya suka kamu kurogames 👍👍👍",5,2024-11-04 06:27:05,Pengguna Google,positif
"I love this game, Even though I can only use mid graphics, this dev is so kind for the rewards, I hope I can play this game with high graphics and enjoy this game more.",5,2024-11-04 04:01:08,Pengguna Google,positif
seru gila,5,2024-11-04 00:42:02,Pengguna Google,positif
"Alur cerita menarik, sistem gacha bagus, dan grafik bagus.",5,2024-11-03 23:19:42,Pengguna Google,positif
bagus,5,2024-11-03 22:50:29,Pengguna Google,positif
sangat menarik,4,2024-11-03 22:01:00,Pengguna Google,positif
This game so good,5,2024-11-03 21:38:05,Pengguna Google,positif
Please no more redownload after update,5,2024-11-03 20:50:12,Pengguna Google,positif
nice game,5,2024-11-03 20:16:17,Pengguna Google,positif
ini geme sih dari semua nya udah bagus cuman agak aneh aja hp gua main geme geme berat kuat tapi geme ini kok enggak ya(chipset gua snap 7 gen 2) jadi ya lebih di optimalkan lagi aja selebihnya good lah,4,2024-11-03 20:09:28,Pengguna Google,positif
bagus banget buruan donlod,5,2024-11-03 19:40:20,Pengguna Google,positif
"Minus di bahasa Inggris aja, sulit dipahami bagi gw yg gak jago Inggris.. Next adain bahasa Indonesia",5,2024-11-03 17:32:18,Pengguna Google,positif
Burik,1,2024-11-03 13:43:36,Pengguna Google,negatif
the best lah,5,2024-11-03 13:02:00,Pengguna Google,positif
game berat ga ramah buat hp kentang,1,2024-11-03 12:34:21,Pengguna Google,negatif
bags,5,2024-11-03 12:26:37,Pengguna Google,positif
tambahkan bahasa Indonesia agar story bisa lebih mudah dimegerti,2,2024-11-03 12:14:28,Pengguna Google,negatif
"Saya suka wuwa dan kuro karena mendengar kan keluh kesah player tidak seperti si ""G"". Update QoL nya juga mantep2, sukses terus buat kuro 👍",5,2024-11-03 11:48:13,Pengguna Google,positif
"In patch 1.3 you have provided a very satisfying playing experience. with various kinds of new content and QOL, especially the main story and companion story ancore which made me fascinated by the story telling. but in main story patch 1.3 I felt quite rushed. I hope that in future updates you can add lots of new content so that when I have completed all the quests I won't feel bored exploring the game. Hopefully the Echos substat will make it easier to get crit damage and crit rate for dps. Ty",5,2024-11-03 10:56:05,Pengguna Google,positif
kereen,5,2024-11-03 09:58:43,Pengguna Google,positif
bagus walupun garif low,5,2024-11-03 07:03:29,Pengguna Google,positif
"Grafiknya. Disaat Game Hoyoverse lain dimainin masih enak mata dan lancar, ini mentok bikin sakit mata.",3,2024-11-03 07:00:53,Pengguna Google,netral
Game pembaik karakter b5 pity kecil terus mantap,5,2024-11-03 05:37:25,Pengguna Google,positif
Untuk gem nya udah lumayan enak Tapi ni yaa saran saya tambahin fitur render Min agar kita bisa mengatur render map sesuai dengan spek hp kita sendiri Itu aja atas saran dari saya,4,2024-11-03 04:20:18,Pengguna Google,positif
Terlalu lama proses unduhan di awalnya nyampe 11gb lebih pake wifi maupun data biasa sama aja lama,1,2024-11-03 00:46:09,Pengguna Google,negatif
"Saya main dari awal Riris dan main lagi sekarang,dan sudah ada lumayan banyak perubahan dari yang patah2 sekarang dah engga.good job kuro Tapi tolong tambahan bahasa Indonesia biar bisa tambah paham storynya🙏",5,2024-11-02 20:25:28,Pengguna Google,positif
this game is super cool,5,2024-11-02 19:23:58,Pengguna Google,positif
"Cool gameplay! And also i love the design. Very detailed, I'm in love..💗",5,2024-11-02 19:03:47,Pengguna Google,positif
Akun gw kok hilang?,1,2024-11-02 16:48:55,Pengguna Google,negatif
gg pas main auto dpt b5,5,2024-11-02 16:46:22,Pengguna Google,positif
mantap,5,2024-11-02 13:29:52,Pengguna Google,positif
"Tidak akan ramai game ini untuk dimainkan. Pihak pengembang tidak mau menyediakan bahasa untuk masing-masing negara. Dengan bahasa, player akan betah dan lebih cepat untuk memahami item serta alur game.",2,2024-11-02 13:27:23,Pengguna Google,negatif
Game nya bagus dari segi grafik dan story sudah bagus,5,2024-11-02 13:02:26,Pengguna Google,positif
Please add one more team slot kuro,5,2024-11-02 11:54:22,Pengguna Google,positif
keren,5,2024-11-02 11:17:39,Pengguna Google,positif
good video game,5,2024-11-02 10:31:55,Pengguna Google,positif
Graphic bagus,5,2024-11-02 09:44:01,Pengguna Google,positif
GAME BUSUK,1,2024-11-02 09:31:01,Pengguna Google,negatif
waw,5,2024-11-02 08:27:51,Pengguna Google,positif
"Game nya seru, baru kali ini gw nikmatin game yang tipe permainan nya seperti ini. Main game sebelah kayak Genshin dll gak betah",5,2024-11-02 07:54:14,Pengguna Google,positif
Lag,5,2024-11-02 06:49:59,Pengguna Google,positif
bagus bat,5,2024-11-01 22:55:49,Pengguna Google,positif
"Game yg sangat komplit. Dr segi grafik game play story keren banget. Kendala untuk di Indonesia ada pda bahsa si, krna blm ada bahasa Indonesia. Tp bsa di akalin pake apk tap translate game.",5,2024-11-01 17:43:34,Pengguna Google,positif
best game,5,2024-11-01 15:55:20,Pengguna Google,positif
"Kenapa layar hp ku ada bercak hitam di loading screen nya? Padahal hp ku masih baru, dibeli saja di hari rabu kemaren hp redmi 14c, mohon di perbaiki lagi",2,2024-11-01 14:48:12,Pengguna Google,negatif
"Cakep si, cuma sinyalnya tiba2 drop dan nguras batre banget.. tapi dari segi grafik dan yg lain2 cakep sih 10 12 sama game sebelah",4,2024-11-01 13:55:23,Pengguna Google,positif
Kren kali ini gem weee banyak kali bansos nya,5,2024-11-01 13:49:12,Pengguna Google,positif
game rpg terbagus yg pernah ku mainkan,5,2024-11-01 12:30:03,Pengguna Google,positif
Kalau bisa tambah bahasa Indonesia dalam game tersebut,4,2024-11-01 10:05:20,Pengguna Google,positif
akan ku beri full bintang untuk menambahkan bahasa Indonesia,3,2024-11-01 09:56:18,Pengguna Google,netral
Sigma,5,2024-11-01 09:39:16,Pengguna Google,positif
seru hehehe,5,2024-11-01 09:37:24,Pengguna Google,positif
"Combat game play, skil karakter, grafik serta pengalaman bertarung yang jauh lebih bagus dibandingkan game genshin impact memberikan kesan bahwa game openworld yg satu ini bukan sekedar game openworld biasa melainkan dapat memberikan pengalaman bertarung yang lebih berwarna.",5,2024-11-01 07:43:47,Pengguna Google,positif
Setiap update ilang anjeng data file nya,1,2024-11-01 07:42:49,Pengguna Google,negatif
"ini quest solitary path nya nge bug, tolong perbaiki",1,2024-11-01 06:52:29,Pengguna Google,negatif
nice game,5,2024-11-01 04:06:19,Pengguna Google,positif
"Akun saya ilang di game ini,padahal akunnya udh bagus pas mau main lagi di cari2 akunnya udh ngga ada padahal sebelumnya masih ada dan juga sudah di sangkutkan",4,2024-11-01 00:09:12,Pengguna Google,positif
Tolong tambahin fitur Motion Blur kurogames,5,2024-10-31 21:36:24,Pengguna Google,positif
berat amat hp kentang dilarang main game ini,1,2024-10-31 21:02:57,Pengguna Google,negatif
Gila optimalisasi yang bener² gila gk expect bakal sebagus ini,5,2024-10-31 20:32:41,Pengguna Google,positif
"Mau tanya, ini game udah ada bahasa indonesia nya kah?",5,2024-10-31 20:22:22,Pengguna Google,positif
"Bagus, tambahin item gratisanya khusunya stamina sihx buat farming",5,2024-10-31 20:20:33,Pengguna Google,positif
"mantap gamenya , nyesel ga download.",5,2024-10-31 18:31:28,Pengguna Google,positif
Mohon Deoplover bikin bahasa Indonesia nya biar tambah rame nih game,5,2024-10-31 17:49:51,Pengguna Google,positif
semoga gacha saya wangy,5,2024-10-31 16:22:46,Pengguna Google,positif
"Game tidak ramah f2p untuk toa, karakter tanpa signature weapon perbedaan nya terlalu jauh dengan yang tidak pakai . Apalagi untuk f2p tanpa senjata crit hanya sampai -/+ 60% dan itu tidak selalu crit serta perbedaan yang amat jauh damage signature weapon dan senjata biasa. Bayangkan setiap karakter dps harus mempunyai signature sebagai f2p itu tidak mungkin untuk full star toa .",1,2024-10-31 14:46:37,Pengguna Google,negatif
Mantap,5,2024-10-31 14:30:48,Pengguna Google,positif
"Mantap bang Kuro, sejauh ini udah jauh lebih optimal dibanding patch-patch sebelumnya, tingkatin lagi buat optimalisasinya bang kuro, Mangtap...",5,2024-10-31 13:42:39,Pengguna Google,positif
"optimasi nya mohon di tingkatkan, untuk reward taced field sedikit sekali bahan exp echo yang di dapatkan.",3,2024-10-31 12:26:36,Pengguna Google,netral
"gokil nih game, dev nya juga ga pelit ngasih reward",5,2024-10-31 12:18:21,Pengguna Google,positif
PERFECT!!!,5,2024-10-31 11:13:29,Pengguna Google,positif
Please add a add on connection to joy stick/controller for mobile version.. We very very need that for enjoy a combat on this game.,5,2024-10-31 10:58:54,Pengguna Google,positif
game tdk ramah untuk anak anak,4,2024-10-31 10:13:55,Pengguna Google,positif
Entah lah padahal udah di set rata kanan grafik ultra tapi tampilan kok masih burik,2,2024-10-31 09:51:30,Pengguna Google,negatif
GAME KEREN,5,2024-10-31 08:11:11,Pengguna Google,positif
Bagus,5,2024-10-31 06:49:24,Pengguna Google,positif
I love dating simulation,5,2024-10-31 06:45:48,Pengguna Google,positif
Terimakasih buat wuthering waves skarang optimalisasi sudah lumayan stabil,5,2024-10-31 06:25:05,Pengguna Google,positif
"berkali kali farming echo,ketika udah di up stat yg muncul selalu sama,alias jelek,gua kira game kalian berbeda dengan genshin,ternyata sama aja,sama sama sampah",1,2024-10-31 01:31:48,Pengguna Google,negatif
game bagus kalau bisa tambahin bahasa Indonesia,5,2024-10-31 01:05:56,Pengguna Google,positif
the best,5,2024-10-31 00:46:03,Pengguna Google,positif
"Ramah penyimpanan, grafik bagus, open world bagus, mekanik bagus, storynya agak kaku... Jd tolong lebih hidupkan lagi... Kalau bisa kek reverse=1999 yg di mana kerasa bener² charanya tuh hidup, cut scene nya HD... Sangat memanjakan mata, warnanya ga terlalu cerah kek Genshin... Jd bisa berasa banget suasananya, karakter unik... Ramah gacha, lag... Tp ga se lag perilisan global pertama dan juga desain chara yg bagus. Ramah f2p. HP g cepat panas.",5,2024-10-30 23:31:43,Pengguna Google,positif
Game luar biasa,5,2024-10-30 22:38:35,Pengguna Google,positif
Gweh penyeponk kuro,5,2024-10-30 21:53:44,Pengguna Google,positif
bagus. baru main hari ini. semoga gamenya ngga membosankan,4,2024-10-30 21:14:10,Pengguna Google,positif
I need more changli and rover story plzzz 😭,5,2024-10-30 18:09:46,Pengguna Google,positif
Kuro sangat memasak 🗣️🗣️🗣️🔥🔥🔥 Gim orang kaya,5,2024-10-30 17:53:41,Pengguna Google,positif
Panjang umur game baik.,5,2024-10-30 17:45:05,Pengguna Google,positif
"banyak event, story dan graphic mantep, gameplay apalagi... perfect",5,2024-10-30 15:09:43,Pengguna Google,positif
"Sejauh ini permainannya bagus, untuk yang bosen story bisa di skip, enjoy the game",5,2024-10-30 15:03:30,Pengguna Google,positif
the best game ever,5,2024-10-30 14:30:16,Pengguna Google,positif
GG sih,4,2024-10-30 13:55:27,Pengguna Google,positif
kasih bahasa Indonesia. Gak tau ceritanya sumpah 🙏,2,2024-10-30 11:55:24,Pengguna Google,negatif
Mbut,5,2024-10-30 08:22:05,Pengguna Google,positif
I change my device and ITS was the best game ever,5,2024-10-30 08:02:11,Pengguna Google,positif
"need material (core) for ascend weapon, resonators and upgrade skill on simulation challange, boss challange, and tacet field",1,2024-10-30 07:42:05,Pengguna Google,negatif
"cons :game nya oke, story oke, hp dan grafik kena high end 90fps pross: gacha babik, dapet si bocah merah",5,2024-10-29 23:06:24,Pengguna Google,positif
"Saya suka sama grafik,story,dan mekanisme gamenya sangat bagus",5,2024-10-29 22:19:22,Pengguna Google,positif
"Game sudah bagus dari segi grafik, visual, kontrol, suara, dan efek. Cuman sayang tidak ada bahasa Indonesia. Tolong untuk developer di updatetan selanjutnya tambahkan untuk bahasa Indonesia biar mempermudah pemain dalam segi bahasa🙏🙏",5,2024-10-29 21:57:46,Pengguna Google,positif
"Getting better and better, now i just hope add Indonesian subtitle",5,2024-10-29 21:20:55,Pengguna Google,positif
Game ini semenjak update banyak sekali perubahan dan kemajuan terutama saat main quest karakternya tidak kaku,5,2024-10-29 20:14:38,Pengguna Google,positif
"Hanya kurang bahasa Indonesia, dan ketika saya mencoba bermain di Xiaomi pad 6, ngelag parah, padahal udah Snapdragon 8 lebih",5,2024-10-29 19:01:17,Pengguna Google,positif
nice story,5,2024-10-29 18:01:20,Pengguna Google,positif
all in,5,2024-10-29 17:40:56,Pengguna Google,positif
overall is the best,5,2024-10-29 14:26:08,Pengguna Google,positif
"Setting Low/High fps sering drop, padahal Genshin Impact 60 fps stabil",1,2024-10-29 13:41:13,Pengguna Google,negatif
"Kuro baik, game wangy, istri gw tuh female rover, changli, baizhi, taoqi, jianxin, yinlin, jinhsi, camellya, shorekeeper, lumi.",5,2024-10-29 13:31:31,Pengguna Google,positif
sangat menikmati sajian grafik tolong plis tambahin bahasa Indonesia,5,2024-10-29 13:14:00,Pengguna Google,positif
terbaik,5,2024-10-29 13:12:31,Pengguna Google,positif
"Secara keseluruhan teknis permainannya bagus kritik saya 2 point, 1 Tema dunianya Sci-fi tapi tema ceritanya Mythology contoh ""ramalan"" & ""Messiah"" itu supertitious contoh Sci-fi ternama seperti Ghost in the Shell, Blade runner, cyberpunk 2077, Matrix, dan Tron itu baru Sci-fi paten.",3,2024-10-29 12:31:26,Pengguna Google,netral
opzional,5,2024-10-29 12:21:35,Pengguna Google,positif
keren si alur cerita,5,2024-10-29 11:54:13,Pengguna Google,positif
Untuk sekarang saya kasih b1 dahulu.. karena masih ngestuck di loading dan tidak mau masuk. Coba tolong di cek lagi kenapa begitu. Saya baru saja download ini game tapi malah tidak mau masuk size nya besar 11GB. Untuk game lain lancar2 saja. Terima kasih,1,2024-10-29 10:47:19,Pengguna Google,negatif
watashi suka soalnya... ADA SUAMI GW DI DALAM!!! JIYAN!,5,2024-10-29 09:06:38,Pengguna Google,positif
mantap,5,2024-10-29 07:51:47,Pengguna Google,positif
asek,5,2024-10-29 06:12:26,Pengguna Google,positif
"Mantap kuro, tanggapan nya cepat, sekarang udh makin mantap optimalisasi nya, tingkatin lagi Dev",5,2024-10-29 03:09:16,Pengguna Google,positif
"Pengalaman saya bermain Wuthering Waves cukup baik, namun ada beberapa hal yang perlu diperhatikan. Pertama, perlu penetapan harga berbasis segmentasi untuk menghindari kerugian. Kedua, tingkat kesulitan dalam mendapatkan beberapa item tergolong sulit (Contoh: Item untuk meningkatkan level character,senjata dan echo. Perbandingan waktu, konsumsi dan hasil tidak sebanding). Terakhir, pertimbangkan adanya map event (Waktu terbatas) untuk mengurangi beban penyimpanan pemain.",5,2024-10-29 01:47:08,Pengguna Google,positif
"Great battle experience, good visual and fun to explore",5,2024-10-28 22:40:21,Pengguna Google,positif
Game sudah membaik framerate nya.. Namun perlu dioptimalkan lagi,5,2024-10-28 22:13:38,Pengguna Google,positif
"setelah update gamenya udah makin lancar, bagus",5,2024-10-28 20:05:20,Pengguna Google,positif
Dari segrafik sudah bagus bisa gw main rata kiri ya walaupun fps dropnya sekarang tidak separah sebelumnya.tapi ada kendala nih yaitu ketika ingin memasuki daerah lain mengalmi frame drop banget bahkan bisa ngefreze untuk hp spek rendah untuk size nya 12gb (gk tau apa ini sudah full download) tapi so farr ini sudah bagus untuk hp spek gw boleh lah bisa main ni game sekarang tapi sudah bagus game nya termasuk ramah memory untuk sekarang semoga kedepannya bisa lancar semangat developer💪💪,5,2024-10-28 19:52:01,Pengguna Google,positif
"gamenya berat banget, beda sama chimeraland, walaupun 15gb, masih ringan fps stay 60, bahakan rata kanan pun masih dapet 30 fps, soal grafis jelas realistis, bahakan under water pun gada lag/frame drop, jadi yaa beda jauh lah soal optimalisasinya, semoga next bisa lebih lancar walaupun device menengah, dan yaa sering panas walaupun baru 10 menit main, selain itu semuanya perfect, cuman kurang nyaman aja kalo fps drop pas war, jadi susah perfect Dodge",5,2024-10-28 18:49:59,Pengguna Google,positif
Setelah update ga bisa login,1,2024-10-28 17:22:02,Pengguna Google,negatif
bagus,5,2024-10-28 17:06:13,Pengguna Google,positif
GAME SEMPURNA ANJIRR❤️❤️❤️🥰,5,2024-10-28 16:21:44,Pengguna Google,positif
kreatif,5,2024-10-28 16:14:10,Pengguna Google,positif
Gajelas,1,2024-10-28 15:55:03,Pengguna Google,negatif
Best game ever,5,2024-10-28 15:32:08,Pengguna Google,positif
"Seruuu banyakin karakternya dong soalnya kurang tiap patch cuma 1 pengennya tiap patch 2 karakter baru biar bisa gacha yg paling suka dri desainnya soalnya klo cuma 1 trus karakternya ga trlalu suka jadi nunggu patch selanjutnya juga lama banget semoga gamenya makin bagus dan berkembang dri, Dri segi bug sih udh menurun semoga makin optimal yah gamenya",5,2024-10-28 15:08:20,Pengguna Google,positif
nice,5,2024-10-28 15:04:00,Pengguna Google,positif
"Game baik, wajib main (Minus nya harus pinter dodge kalo Heal mu kurang)",5,2024-10-28 14:35:56,Pengguna Google,positif
good,5,2024-10-28 12:20:18,Pengguna Google,positif
"Meskipun aku main gamenya di laptop dari segi grafik, gameplay, mekanik bahkan story bagus banget. Kuro selalu mengutamakan kenyamanan player, bahkan kuro sudah banyak improve. Semangat Kuro! Dan jangan menyerah ya walaupun banyak yang menjatuhkan game kalian. We love you Kuro ☺️♥️",5,2024-10-28 08:45:45,Pengguna Google,positif
"game nya sih bagus karakter dan story nya bgus tapi sayangnya GK ada bahasa indonesia nya ,player indo kebanyakan GK bisa bahasa inggris jadi banya yg tidak tertarik dengan wuthering waves tidak kaya game sebelah ada bahasa indonesia nya jadi byk yg minat juga aku harap kedepannya di Adain BHS Indonesia nya",5,2024-10-28 07:37:35,Pengguna Google,positif
Game bagus,5,2024-10-28 02:09:50,Pengguna Google,positif
"Overall goodjoob, saya harap ada subtitle indonesianya untuk mempermudah player indonesia untuk yang tidak bisa berbahasa inggris",5,2024-10-27 23:09:03,Pengguna Google,positif
lol game,1,2024-10-27 22:59:38,Pengguna Google,negatif
overall good,4,2024-10-27 22:45:04,Pengguna Google,positif
"mantap grafis nya dan sudah banyak perbaikan, tolong diperbanyak event hero dengan gratis gatcha nya trims",5,2024-10-27 22:11:46,Pengguna Google,positif
So far so good,5,2024-10-27 19:22:44,Pengguna Google,positif
"Best game ever! Don't stop making the progres, we will always support you! <3",5,2024-10-27 18:45:14,Pengguna Google,positif
"team wuthering waves, when i'm login, it's keep stuck on the loading screen, help 🥲😅",1,2024-10-27 18:17:51,Pengguna Google,negatif
tolong perbaiki masalah koneksi internet nya pas ketemu musuh yg banyak ping ini game suka merah terus tapi pas jalan sendiri ping nya hijau tolong perbaiki lagi terima kasih,1,2024-10-27 17:04:20,Pengguna Google,negatif
Good job...,5,2024-10-27 16:40:14,Pengguna Google,positif
So good,5,2024-10-27 16:07:38,Pengguna Google,positif
Verry nice story' :),5,2024-10-27 15:20:49,Pengguna Google,positif
trashh🤮🤮,1,2024-10-27 13:48:45,Pengguna Google,negatif
game baik #3,5,2024-10-27 13:27:05,Pengguna Google,positif
Hadeh sayang banget ngak bisa nih main di hp Oppo A 17,5,2024-10-27 12:50:55,Pengguna Google,positif
Buat ringan.optimalisasi versi android. Mapp nya bervariasi shader juga lama banget tolong di perbaiki,2,2024-10-27 12:50:33,Pengguna Google,negatif
Mantap ji ini game. Keren mentong grafisnya.,5,2024-10-27 12:24:48,Pengguna Google,positif
Saya suka dev tolong dong tambahin karakternya sedikit banget,5,2024-10-27 11:27:19,Pengguna Google,positif
Game bagus namun saya sangat berharap game ini memilki subtitle bahasa Indonesia,5,2024-10-27 11:17:40,Pengguna Google,positif
When will there be Indonesian subtitles in the game?We Indonesian players have a hard time enjoying the game story.,4,2024-10-27 08:41:22,Pengguna Google,positif
hun bagus,5,2024-10-27 08:38:06,Pengguna Google,positif
Ni gamenya yang berat apa device gw yang gak mampu? Perasaan genshin rendah bisa dapet 60 fps ni dah mentok kiri masih frame drop.,4,2024-10-27 03:02:15,Pengguna Google,positif
"I'm Very Disappointed, I've Spent a Lot of My Internet Quota Here, But When In The Middle Of The Update, I Can't Log In And Stuck At 23%! I'm Really Disappointed",1,2024-10-27 02:51:15,Pengguna Google,negatif
bagus,5,2024-10-26 23:00:57,Pengguna Google,positif
mantap👍,5,2024-10-26 22:55:51,Pengguna Google,positif
Lebih nice,5,2024-10-26 20:39:01,Pengguna Google,positif
Game yg sangat bagus,5,2024-10-26 18:20:43,Pengguna Google,positif
"Lebih lag dari awal rilis, biasa make grafik rata kanan di semua game RPG juga lancar aja, wuthering wave juga lancar, tapi waktu update 1.1 malah lag, hampir ga bisa main, mau masuk game nya juga sering keluar sendiri, padahal memori belum full, terus juga desain karakter nya agak aneh gitu..",2,2024-10-26 18:08:50,Pengguna Google,negatif
"Good Game 👍 No need any reason for a good game, keep going and update and add more gifts, will support forever 👍",5,2024-10-26 17:47:36,Pengguna Google,positif
"Bagus tapi bermasalah, pada jaringan aja yg kurang stabil.",5,2024-10-26 17:39:32,Pengguna Google,positif
"GAME BAGUS CUMAN 5 JUTA DOWNLOAD KARENA SETIAP UPDATE HARUS INSTAL ULANG DAN GA ADA BAHASA INDONESIA? DEV KURANG PROMOSI NIH DI INDONESIA, PANTES SEPI, PERBANYAK JUGA EVENT DAN JANGAN PELIT BANSOS",1,2024-10-26 17:34:49,Pengguna Google,negatif
game dengan kualitas hd dan asik untuk dimainkan 🫶,5,2024-10-26 16:46:35,Pengguna Google,positif
Lupa ngasih bintang 1,1,2024-10-26 16:08:15,Pengguna Google,negatif
Sejauh ini bagus tapi ada sedikit masukan 1. Story awal yang lumayan kurang tolong buat cerita nya lebih menarik lagi 2.animasi ultimate skill character kalo bisa jangan itu itu aja buat lebih bervariasi Itu aja sejauh ini udh seru terutama dari gameplay fight nya semangat,5,2024-10-26 15:08:59,Pengguna Google,positif
akan saya tambahkan jika bahasa indonesia tersedia,3,2024-10-26 13:40:30,Pengguna Google,netral
i lup jinshi,5,2024-10-26 12:29:14,Pengguna Google,positif
baru nyoba,5,2024-10-26 12:17:30,Pengguna Google,positif
"tolong perbaiki sinyal nya, saya pengguna WiFi faznet sinyal kalo main genshin hsr dll, bagus2 aja tapi kalo masuk ke wuwa gak bisa harus pake data,kenapa ya kalo mau update pun harus pake data dan itu sangat boros sekali padahal saya udh ada WiFi, TOLONG PERBAIKI SECEPATNYA!!🙏",1,2024-10-26 11:38:00,Pengguna Google,negatif
good game like it,5,2024-10-26 08:45:19,Pengguna Google,positif
Poggers,5,2024-10-26 07:54:59,Pengguna Google,positif
"Saran aja buat developer biar di optimalkan nih,sering lag dan force close",5,2024-10-26 07:39:32,Pengguna Google,positif
Terimakasih kuro game udah buat game sebagus ini,5,2024-10-26 06:32:54,Pengguna Google,positif
Ga bisa ngerjain event yg sekarang. Karena makin Lag. Gatau patch kedepan nya. Padahal patch 1.0 lancar banget main ni game.,1,2024-10-26 06:32:13,Pengguna Google,negatif
Waw sangat bagus sekali,5,2024-10-26 05:09:18,Pengguna Google,positif
Keren🥰🤩,5,2024-10-26 01:24:18,Pengguna Google,positif
mantull sekalii,5,2024-10-25 22:37:46,Pengguna Google,positif
keren aku jadi ngaceng,5,2024-10-25 19:50:04,Pengguna Google,positif
"Rada berat aja hehehe, mungkin hp ku yang gak kuat",5,2024-10-25 19:48:21,Pengguna Google,positif
Game baik,5,2024-10-25 19:28:10,Pengguna Google,positif
Gem nya sum pah karena bangat kalo ada yang baca ini harus don lot sih soal nya karena sih👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,2024-10-25 18:58:18,Pengguna Google,positif
loadingnya mayan lama walaupun sinyal wifi sangat baik,4,2024-10-25 18:22:15,Pengguna Google,positif
cerita yg menarik,5,2024-10-25 15:49:56,Pengguna Google,positif
Gamenya bagus tapi saat gua main ngelag crash ama sinyalnya tolong di atur lagi dan juga data dalamnya di turunin dikit jadi 11Gb atau 14Gb aja Jagan di tinggi in lagi,2,2024-10-25 15:11:50,Pengguna Google,negatif
saat gacha animasinya keren gameplay yg memuaskan mata animasi setiap karakter keren² jalan cerita yg gak mudah ditebak,5,2024-10-25 14:27:25,Pengguna Google,positif
Nice improvement... I hope this game gets even better and success,5,2024-10-25 14:25:13,Pengguna Google,positif
"kenapaaaaaa!, setelah ofline beberapa bulan, akun saya hilang!!!!!!, padahal udah login dengan akun google, sudah main selama 2 bulan, KENAPAAAAAA!!!!!!!!",1,2024-10-25 14:07:55,Pengguna Google,negatif
force close,2,2024-10-25 13:40:50,Pengguna Google,negatif
suka banget ama gameplaynya dan banyak bonus buat gacha juga.tapi minusnya suka ngebug tiba tiba tolong sedikit diperbaiki,5,2024-10-25 12:29:59,Pengguna Google,positif
Selama saya main pc atau hp semuanya lancar yang bilang nge lag atau apala emang ampas hp ama pcnya minimal baca reqnya jangan asal download + jangan asal kasih bintang,5,2024-10-25 08:45:10,Pengguna Google,positif
five star for masterpiece encore Companion story ⭐⭐⭐⭐⭐,5,2024-10-25 05:13:01,Pengguna Google,positif
"sementara bintang 3 dulu,kalo dah ada sub indonesia nya gua kasih bintang 5,coba buat sub indonesia nya saya yakin pasti banyak player indo yang main",3,2024-10-25 04:55:28,Pengguna Google,netral
BEST EVER GAME,5,2024-10-25 04:46:18,Pengguna Google,positif
"game yang sangat mengasyikkan, design karakter menawan, dan story yang mendebarkan.",5,2024-10-25 03:23:41,Pengguna Google,positif
lumayan untuk sekelas game yang sangat bagus,5,2024-10-25 00:43:47,Pengguna Google,positif
mantap,5,2024-10-25 00:17:17,Pengguna Google,positif
game baik,5,2024-10-24 23:09:54,Pengguna Google,positif
good,5,2024-10-24 22:35:19,Pengguna Google,positif
"Overall sudah ada improve, saran tingkatkan variasi event tiap patchnya, kurangi event yg bersifat repetitif. Semoga terus berkembang.",5,2024-10-24 22:19:48,Pengguna Google,positif
"ada solusi kah, saya topup lunites 6480 pembayaran dengan telkomsel tapi ditolak, dan pulsa saya tetap ditarik",5,2024-10-24 21:27:21,Pengguna Google,positif
Mohon saat download data bisa di close soalnya saat di close apknya download data terhenti,2,2024-10-24 19:15:45,Pengguna Google,negatif
i hope you guys make cloud version for this game so that all device from low to flagship can enjoy the game. the game is super good but still demand high tier device so yeah playing mid tier is kinna not recommended for now,5,2024-10-24 18:37:20,Pengguna Google,positif
"Kirain bagus, ternyata cuma skill aja yg bagus, pergerakannya gak lincah. Ditambah pas ada sayap. Makin jelek karakternya, kenapa dikasih sayap....",1,2024-10-24 17:08:59,Pengguna Google,negatif
game baik,5,2024-10-24 17:08:24,Pengguna Google,positif
"Overall Bagus semua, Makin lancar++ Optimisasi buat semuanya dari karakter change, skill, delay, Nice Story, music Tho, Thanks to all Dev🥺🥺",5,2024-10-24 14:44:37,Pengguna Google,positif
Lag oi,1,2024-10-24 14:20:56,Pengguna Google,negatif
